,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AIA,AKN,ALB,ALO,ALS,ALW,AMA,ANC,AOO,APN,ART,ASE,ATL,ATW,ATY,AUG,AUS,AVL,AVP,AZA,AZO,BDL,BET,BFD,BFF,BFL,BFM,BGM,BGR,BHB,BHM,BIL,BIS,BJI,BKG,BKW,BLI,BLV,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDB,CDC,CDR,CDV,CEC,CEZ,CGI,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,CNM,CNY,COD,COS,COU,CPR,CPX,CRP,CRW,CSG,CVG,CVN,CWA,CYF,CYS,DAB,DAL,DAY,DBQ,DCA,DDC,DEC,DEN,DFW,DHN,DIK,DLG,DLH,DRO,DRT,DSM,DTW,DUJ,DUT,DVL,EAR,EAT,EAU,ECP,EGE,EKO,ELD,ELM,ELP,ENA,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FKL,FLG,FLL,FLO,FNT,FSD,FSM,FWA,GAL,GCC,GCK,GDV,GEG,GFK,GGG,GGW,GJT,GLH,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GTF,GTR,GUC,GUM,HDN,HGR,HHH,HIB,HLN,HNL,HNM,HOB,HOM,HOT,HOU,HPN,HRL,HRO,HSV,HTS,HVN,HVR,HYA,HYS,IAD,IAG,IAH,ICT,IDA,ILM,IMT,IND,INL,IPL,IPT,IRK,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JHM,JLN,JMS,JNU,JST,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LBF,LBL,LCH,LCK,LEB,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LNS,LNY,LRD,LSE,LWB,LWS,LYH,MAF,MAZ,MBS,MCE,MCI,MCK,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MGW,MHK,MHT,MIA,MKE,MKG,MKK,MKT,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSL,MSN,MSO,MSP,MSS,MSY,MTJ,MVY,MWA,MYR,OAJ,OAK,OGD,OGG,OGS,OKC,OLF,OMA,OME,ONT,OOK,ORD,ORF,ORH,OTH,OTZ,OWB,PAE,PAH,PBG,PBI,PDT,PDX,PGA,PGD,PGV,PHF,PHL,PHX,PIA,PIB,PIE,PIH,PIR,PIT,PKB,PLN,PNS,PPG,PQI,PRC,PSC,PSE,PSG,PSM,PSP,PUB,PUW,PVC,PVD,PVU,PWM,RAP,RDD,RDM,RDU,RFD,RHI,RIC,RIW,RKD,RKS,RNO,ROA,ROC,ROW,RST,RSW,RUT,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SBY,SCC,SCE,SCK,SDF,SDP,SDY,SEA,SFB,SFO,SGF,SGU,SHD,SHH,SHR,SHV,SIT,SJC,SJT,SJU,SLC,SLK,SLN,SMF,SMX,SNA,SOW,SPI,SPN,SPS,SRQ,STC,STL,STS,STT,STX,SUN,SUX,SWF,SWO,SYR,TBN,TEX,TLH,TOL,TPA,TRI,TTN,TUL,TUP,TUS,TVC,TVF,TWF,TXK,TYR,TYS,UIN,USA,VCT,VDZ,VEL,VLD,VPS,VQS,WRG,WYS,XNA,XWA,YAK,YKM,YUM,GST,IWD,MCN
ADQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,609,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,16,4,0,0,0,0,0,2,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,7,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,42,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,21,0,1,5,0,0,4,0,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,11,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,5,14,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,94,0,12,0,1,0,0,0,0,4,5,0,0,10,0,0,13,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AEX,1,1,8,1,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,8,11,0,0,0,0,63,4,0,0,5,4,2,0,1,5,0,0,0,0,0,0,1,0,1,5,2,0,0,0,0,0,1,34,5,26,0,0,0,0,8,0,0,0,0,3,0,32,4,11,1,0,0,0,0,0,0,0,3,0,8,1,0,0,21,0,22,9,1,0,0,0,0,15,0,0,0,0,4,0,23,0,0,0,0,2,0,5,0,25,0,0,53,43,0,0,0,0,7,0,6,30,0,0,0,0,0,1,0,2,0,0,0,22,0,0,1,3,1,1,17,5,0,0,9,7,3,0,1,12,0,0,1,1,3,0,0,1,0,3,0,0,0,2,0,1,0,3,1,2,5,6,9,0,1,1,1,0,0,2,0,0,5,0,1,0,0,0,0,1,0,7,0,0,0,0,0,8,0,4,4,1,3,0,9,0,0,0,0,0,0,0,0,9,0,12,3,0,0,0,1,0,0,0,2,0,34,0,30,1,0,0,0,0,0,0,8,0,25,1,0,0,0,0,0,0,3,0,1,0,18,0,1,0,11,0,29,4,0,0,0,4,2,0,0,3,0,24,7,0,0,0,0,1,0,0,0,1,1,1,0,3,4,22,0,0,1,0,0,1,5,0,0,0,0,2,0,9,0,8,0,24,22,0,0,0,0,0,0,0,14,0,15,0,0,0,0,47,36,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,8,5,0,3,19,0,0,20,0,0,0,5,2,0,0,0,8,0,1,19,17,7,2,4,2,1,0,1,0,6,0,1,43,0,21,4,0,0,0,0,0,0,10,2,1,19,0,0,37,0,8,0,0,0,0,3,0,10,0,0,1,0,0,1,0,6,0,0,4,0,20,1,0,8,0,8,4,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,4,1,0,0,3,0,0,0
AGS,6,1,13,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,1,14,1,1,2,1,16,6,0,0,45,1,6,0,2,29,0,0,0,3,0,0,3,0,2,3,0,1,0,0,0,0,5,42,5,65,1,0,0,0,1,0,1,7,2,10,2,112,15,0,6,0,0,0,0,0,0,0,3,6,0,7,0,0,25,1,12,34,2,0,0,0,0,18,0,1,0,6,2,2,22,0,2,0,0,5,13,15,0,42,0,0,88,119,1,0,0,0,1,0,19,89,0,0,0,0,0,1,9,0,0,0,0,38,0,1,0,6,7,1,42,19,4,5,6,3,8,0,2,60,0,10,3,0,5,0,0,2,0,12,1,1,0,1,0,7,10,2,1,10,26,2,0,3,1,0,0,0,0,0,0,3,30,0,0,0,0,24,0,2,0,7,0,2,0,0,0,23,0,59,22,2,3,0,47,0,0,0,1,0,0,1,0,3,8,1,53,0,0,0,0,0,0,0,1,0,85,2,89,5,0,0,0,3,0,0,4,7,80,0,0,26,0,0,0,0,4,0,0,1,1,0,1,0,42,0,46,18,0,0,28,5,2,1,0,8,11,55,35,0,0,0,1,2,5,0,4,2,1,3,0,14,7,62,0,32,0,0,0,0,2,0,0,0,0,30,0,24,0,25,0,66,12,0,0,0,0,0,0,0,29,0,29,0,0,0,9,97,70,5,0,0,1,0,58,0,3,17,0,0,0,11,0,0,0,3,0,0,0,19,0,15,9,0,3,2,0,0,22,0,0,0,9,3,7,3,1,24,0,1,52,55,0,0,9,2,4,0,1,0,19,0,0,101,0,45,10,2,0,0,0,9,0,5,2,4,58,0,0,39,0,12,0,0,0,1,11,0,39,0,4,1,1,1,0,1,11,1,0,1,7,64,0,0,18,0,20,5,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,14,0,0,0,1,0,0,0
AIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKN,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,393,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,6,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,5,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,145,0,3,0,0,0,0,0,0,3,5,0,0,6,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALB,0,2,43,0,0,0,0,3,0,0,0,7,6,0,0,0,0,0,0,4,27,0,0,0,2,256,5,0,0,80,20,0,0,4,0,0,0,0,3,0,0,0,0,21,6,0,2,0,0,1,0,1,103,19,0,0,0,0,0,2,0,0,5,0,0,14,240,36,29,5,0,0,0,0,0,0,0,10,4,76,8,1,0,34,0,228,41,5,3,0,2,3,19,2,1,0,2,6,1,54,0,1,0,0,25,68,10,0,29,0,1,689,100,0,0,0,3,2,0,24,159,0,0,0,0,0,1,15,0,0,0,0,13,0,0,1,2,5,3,0,10,7,11,9,7,10,0,2,211,1,0,10,1,6,0,0,0,0,18,3,0,0,7,0,7,11,8,0,0,52,25,35,2,0,0,0,1,0,6,1,1,16,0,0,0,0,55,0,2,0,7,0,0,0,0,0,84,0,63,11,1,26,1,68,0,0,0,0,0,1,0,1,28,5,78,0,0,0,0,0,0,4,1,0,0,184,0,243,3,0,0,0,0,0,0,16,5,0,0,0,17,1,0,0,0,4,0,0,6,0,0,3,0,67,0,392,1,197,0,26,1,11,5,0,2,0,45,42,0,0,0,11,5,0,0,11,4,1,1,1,25,17,124,0,62,7,0,0,99,7,24,0,1,0,34,0,46,0,24,0,254,67,0,0,0,0,0,2,0,99,0,118,0,169,2,4,1,207,4,0,117,0,0,51,0,2,16,0,0,0,7,0,0,0,7,0,0,0,0,0,0,23,1,3,130,0,0,17,0,0,1,20,10,0,0,3,88,0,1,143,52,34,7,9,3,0,0,0,0,47,0,0,152,65,141,9,0,0,0,1,4,0,42,0,41,119,0,2,73,0,32,0,0,0,0,17,0,86,0,6,0,0,1,0,0,0,0,0,7,1,226,8,0,14,0,32,7,0,1,0,0,13,0,0,0,0,0,0,9,0,0,0,12,1,0,0,0,0,0,0
ALO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALW,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,18,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,6,0,0,15,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,1,0,3,0,1,0,13,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,4,0,0,0,4,0,0,0,0,0,0,0,78,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AMA,2,1,0,0,0,0,3,0,0,0,0,7,4,0,0,4,0,0,0,0,11,0,0,0,3,91,2,0,0,163,3,3,0,0,3,0,0,0,5,0,0,3,0,19,7,6,0,0,0,0,0,3,72,29,18,2,0,0,0,5,0,0,12,8,3,21,41,7,19,2,0,0,0,0,0,0,0,6,0,16,6,0,0,25,14,50,16,1,0,0,0,1,0,3,2,0,19,0,0,7,0,1,0,0,1,527,9,0,33,0,0,53,276,0,3,0,0,1,0,17,33,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,5,4,1,5,5,3,10,21,0,8,0,1,35,1,0,10,1,4,0,1,0,0,12,0,0,0,1,0,0,8,5,0,2,11,3,12,1,0,0,0,0,0,0,0,0,4,0,0,0,0,220,0,16,0,11,0,0,0,0,0,15,0,151,0,5,8,0,30,0,0,3,0,0,0,0,0,9,5,25,3,0,0,0,1,0,0,0,2,0,237,0,59,0,0,1,0,1,0,0,9,5,17,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,43,0,92,5,24,0,29,14,3,5,0,1,3,31,17,0,0,0,0,4,4,0,7,2,2,4,0,7,3,53,0,31,1,0,0,8,1,12,0,0,0,4,0,27,0,35,0,38,22,0,0,0,0,0,0,0,7,0,37,0,0,1,0,30,112,3,0,0,0,1,23,0,0,48,0,0,0,2,0,0,0,4,0,0,0,1,0,1,9,0,3,23,0,0,16,0,0,0,19,5,2,0,1,16,0,0,61,102,7,1,2,6,1,0,0,0,14,0,0,66,0,19,8,4,0,0,1,10,0,12,1,5,66,0,0,55,0,26,0,2,0,0,3,0,44,0,0,1,0,2,0,0,6,0,0,8,2,71,2,0,14,0,16,0,0,0,0,5,28,0,0,0,0,0,0,39,0,0,0,3,1,0,0,2,0,0,0
ANC,5,1,109,4,1,0,1,2,0,29,555,14,11,0,256,22,1,1,15,17,0,0,5,0,4,332,16,0,0,175,26,8,0,3,39,740,0,0,9,0,0,11,0,43,82,43,8,0,0,37,0,5,215,402,266,3,2,0,3,4,370,1,11,13,32,33,116,118,25,4,10,0,0,148,0,0,0,20,11,66,37,4,0,71,4,135,124,0,2,0,1,2,28,2,12,0,10,9,13,77,0,14,0,0,3,81,22,1,168,0,0,865,652,1,0,189,19,13,1,53,229,0,0,1,1,23,0,17,1,2,0,5,71,0,3,2,92,12,3,114,7,1334,51,86,18,42,0,2,77,1,13,58,6,12,0,0,0,0,441,9,0,0,43,0,12,17,27,3,6,122,37,44,33,2,0,3,1,0,1,3,23,138,0,0,0,0,13,1,1,0,27,1,0,0,0,1,111,0,321,44,20,21,3,111,3,0,1,0,0,0,2,3,9,20,82,164,0,6,1,739,0,19,183,3,0,586,1,834,12,0,1,0,13,0,0,30,22,71,0,4,66,2,0,0,2,2,0,0,1,19,0,8,0,192,0,230,32,0,1,79,6,122,9,0,3,4,88,54,0,0,0,9,6,12,0,21,14,23,3,0,35,92,1037,0,134,4,0,2,10,5,62,0,19,0,150,0,123,374,56,0,815,58,1,0,413,0,0,0,0,17,0,894,0,0,0,2,224,738,3,0,0,13,0,167,0,2,48,0,0,0,71,0,37,0,32,0,34,0,7,0,29,45,0,83,160,0,1,38,0,0,1,136,15,30,6,11,31,0,0,300,163,30,15,7,21,0,602,12,0,44,0,0,2601,0,281,56,15,0,0,0,17,204,127,3,29,720,0,0,377,0,93,0,0,0,3,9,0,148,34,0,0,4,0,3,0,31,0,0,24,2,137,10,0,73,0,115,27,0,1,3,1,47,0,0,0,0,0,3,24,0,34,0,36,0,64,22,0,7,1,0
AOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,14,7,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
